display_rank,symbol,company_name,selection_bucket,entry_ready,candidate_rank,selection_reason,metric_state,metric_invest_score,metric_state_score,metric_vol_anom,metric_close,metric_volume,metric_hh20_prev,metric_atr14,metric_entry_limit,metric_stop_init,metric_r_dist,metric_tp_2r,metric_tp_3r,metric_risk_eur,metric_qty_for_risk
29,QH9,ADTRAN Holdings Inc.,entry_ready,True,,setup+breakout,ENTRY_READY,3.45,,2.14711777730277,14.018,26619.0,13.738,0.524419663513451,13.6693,12.8827,0.7866,15.2426,16.0292,,
30,CABK,Caixabank SA,candidate,False,2.0,setup,CANDIDATE,6.16,1.85951450032851,1.85951450032851,10.855,26686782.0,10.885,0.296167934110091,,,,,,,
31,DG,Vinci S.A.,candidate,False,3.0,setup,CANDIDATE,5.83,1.53334225886946,1.53334225886946,137.5,1702466.0,138.25,3.11157291584636,,,,,,,
32,INVE-B,Investor AB ser. B,candidate,False,4.0,setup,CANDIDATE,5.76,1.45589322178796,1.45589322178796,385.6,5689570.0,378.7,7.78775302812055,,,,,,,
33,DB1,Deutsche Börse AG,candidate,False,5.0,setup,CANDIDATE,5.72,1.41567592928739,1.41567592928739,261.1,769570.0,260.6,5.85340062043624,,,,,,,
34,ALFA,Alfa Laval AB,candidate,False,6.0,setup,CANDIDATE,5.7,1.40333022293348,1.40333022293348,573.0,986867.0,564.0,12.3405130060414,,,,,,,
35,UTDI,United Internet AG NA,candidate,False,7.0,setup,CANDIDATE,5.39,3.08894430720497,3.08894430720497,28.6,788207.0,28.76,0.898172712387341,,,,,,,
36,ADDT-B,Addtech AB (publ.),candidate,False,8.0,setup,CANDIDATE,5.07,1.77160864567939,1.77160864567939,356.2,789643.0,342.8,9.87670473839988,,,,,,,
37,ABBN,ABB Ltd,candidate,False,11.0,setup,CANDIDATE,4.92,1.62026441036191,1.62026441036191,75.48,4600623.0,73.0,2.04703484550394,,,,,,,
38,NOD,Nordic Semiconductor ASA,candidate,False,12.0,setup,CANDIDATE,4.78,1.4842412161157,1.4842412161157,185.8,1488069.0,178.7,6.67610624663594,,,,,,,
39,DFDS,DFDS A/S,candidate,False,13.0,setup,CANDIDATE,4.53,1.63374213750807,1.63374213750807,153.6,302840.0,152.7,6.3139252632036,,,,,,,
