asof_date,exchange_code,symbol,company_name,currency,country,close,volume,vol_anom,hh20_prev,atr14,atr_pct_pct,entry_limit,stop_init,r_dist,tp_1r,tp_2r,tp_3r,invest_score,score_factor,risk_factor,risk_eur_budget,invest_final,qty_final,actual_invest_eur,actual_risk_eur
20260527,ST,EPEN,Ependion AB,SEK,Sweden,143.0,209440.0,5.62799702799622,143.2,4.60329202061971,3.22,142.484,135.5791,6.9049,149.3889,156.2939,163.1988,6.73,0.75,,250.0,,,,
20260527,CO,SYIFJERADKKA,Sydinvest Fjernøsten Akkumulerende KL,DKK,Denmark,518.9,15291.0,8.141305505271,518.0,8.13613663762276,1.57,515.41,503.2058,12.2042,527.6142,539.8184,552.0226,6.5,0.75,,250.0,,,,
20260527,PA,ALESE,Entech SE SAS,EUR,France,11.18,65591.0,3.76749742959385,10.7,0.329988363823604,2.95,10.6465,10.1515,0.495,11.1415,11.6365,12.1314,6.07,0.75,,250.0,,,,
20260527,IL,0DQ7,Beiersdorf AG O.N.,EUR,UK,73.52,116854.0,4.49073157796639,73.42,2.26012862335368,3.07,73.0529,69.6627,3.3902,76.4431,79.8333,83.2235,5.59,0.5,,250.0,,,,
20260527,XETRA,SFQ,SAF Holland SA,EUR,Germany,21.0,176237.0,2.70006051645818,20.05,0.714939804211946,3.4,19.9498,18.8773,1.0724,21.0222,22.0946,23.167,5.0,0.5,,250.0,,,,
