asof_date,exchange_code,symbol,company_name,currency,country,close,volume,vol_anom,hh20_prev,atr14,atr_pct_pct,entry_limit,stop_init,r_dist,tp_2r,tp_3r,invest_score,score_factor,risk_factor,risk_eur_budget,invest_final,qty_final,actual_invest_eur,actual_risk_eur
20260413,US,RVMD,Revolution Medicines Inc,USD,USA,136.3,14135122.0,5.88188882194232,101.0,6.08656206552363,4.47,101.0,91.8702,9.1298,119.2597,128.3895,9.18,1.0,,250.0,,,,
20260413,US,SYRE,Spyre Therapeutics Inc.,USD,USA,63.27,5324307.0,5.07839244763353,54.33,4.15510174531882,6.57,54.33,48.0973,6.2327,66.7953,73.028,6.98,0.75,,250.0,,,,
20260413,US,OPTX,Syntec Optics Holdings Inc.,USD,USA,11.66,5664115.0,6.09744879589942,9.97,1.21412610263587,10.41,9.97,8.1488,1.8212,13.6124,15.4336,6.7,0.75,,250.0,,,,
20260413,US,FORM,FormFactor Inc,USD,USA,128.22,4186235.0,2.70946163249427,126.3,7.16820943088083,5.59,126.3,115.5477,10.7523,147.8046,158.5569,6.41,0.75,,250.0,,,,
20260413,US,AXAHY,Axa SA ADR,USD,USA,48.915,306335.0,3.08926585122593,48.9,0.939951424408241,1.92,48.9,47.4901,1.4099,51.7199,53.1298,5.39,0.5,,250.0,,,,
