symbol,provider,ok,from,to,n_raw,n_articles,n_days_total,error,skipped,message
MLWEA,google_news_rss,True,2026-04-25,2026-05-08,1,0,,,True,articles_appended=0
BKS,google_news_rss,True,2026-05-01,2026-05-08,2,2,2.0,,False,articles_appended=2
MVE,google_news_rss,True,2026-04-08,2026-05-08,0,0,,,True,no_new_articles
CMO,google_news_rss,True,2026-04-27,2026-05-08,2,0,,,True,articles_appended=0
HAV,google_news_rss,True,2026-05-03,2026-05-08,3,0,,,True,articles_appended=0
SCE,google_news_rss,True,2026-05-03,2026-05-08,5,2,2.0,,False,articles_appended=2
PYT,google_news_rss,True,2026-05-03,2026-05-08,1,0,,,True,articles_appended=0
ALPAU,google_news_rss,True,2026-04-28,2026-05-08,1,0,,,True,articles_appended=0
M12,google_news_rss,True,2026-04-26,2026-05-08,0,0,,,True,no_new_articles
ABEA,google_news_rss,True,2026-05-04,2026-05-08,8,1,10.0,,False,articles_appended=1
AYV,google_news_rss,True,2026-05-03,2026-05-08,6,0,,,True,articles_appended=0
MLZAM,google_news_rss,True,2026-05-02,2026-05-08,0,0,,,True,no_new_articles
ALAVI,google_news_rss,True,2026-04-28,2026-05-08,1,0,,,True,articles_appended=0
HDLY,google_news_rss,True,2026-04-20,2026-05-08,2,1,3.0,,False,articles_appended=1
APAM,google_news_rss,True,2026-05-02,2026-05-08,7,2,6.0,,False,articles_appended=2
BNN,google_news_rss,True,2026-04-08,2026-05-08,0,0,,,True,no_new_articles
PHM7,google_news_rss,True,2026-05-04,2026-05-08,17,10,8.0,,False,articles_appended=10
ABEC,google_news_rss,True,2026-05-04,2026-05-08,16,9,9.0,,False,articles_appended=9
OUT1V,google_news_rss,True,2026-05-01,2026-05-08,1,0,,,True,articles_appended=0
CAT1,google_news_rss,True,2026-05-03,2026-05-08,17,13,11.0,,False,articles_appended=13
WAF,google_news_rss,True,2026-05-04,2026-05-08,3,1,11.0,,False,articles_appended=1
SMHN,google_news_rss,True,2026-04-27,2026-05-08,8,8,7.0,,False,articles_appended=8
