symbol,provider,ok,from,to,n_raw,n_articles,n_days_total,error,skipped,message
INBX,google_news_rss,True,2026-03-24,2026-04-23,21,21,4.0,,False,articles_appended=21
FCEL,google_news_rss,True,2026-03-24,2026-04-23,20,20,5.0,,False,articles_appended=20
IFNNY,google_news_rss,True,2026-03-24,2026-04-23,0,0,,,True,no_new_articles
POWI,google_news_rss,True,2026-03-24,2026-04-23,15,15,6.0,,False,articles_appended=15
MCRI,google_news_rss,True,2026-03-24,2026-04-23,17,17,3.0,,False,articles_appended=17
HCSG,google_news_rss,True,2026-03-24,2026-04-23,25,25,3.0,,False,articles_appended=25
ASYS,google_news_rss,True,2026-03-24,2026-04-23,4,4,3.0,,False,articles_appended=4
HAFC,google_news_rss,True,2026-03-24,2026-04-23,25,25,5.0,,False,articles_appended=25
CRVS,google_news_rss,True,2026-03-24,2026-04-23,10,10,6.0,,False,articles_appended=10
TXN,google_news_rss,True,2026-03-24,2026-04-23,26,26,3.0,,False,articles_appended=26
EWBC,google_news_rss,True,2026-04-19,2026-04-23,20,12,3.0,,False,articles_appended=12
STM,google_news_rss,True,2026-03-24,2026-04-23,6,6,5.0,,False,articles_appended=6
SILA,google_news_rss,True,2026-04-18,2026-04-23,19,5,4.0,,False,articles_appended=5
SIRI,google_news_rss,True,2026-04-17,2026-04-23,11,8,7.0,,False,articles_appended=8
RS,google_news_rss,True,2026-03-24,2026-04-23,3,3,3.0,,False,articles_appended=3
WEX,google_news_rss,True,2026-03-24,2026-04-23,20,20,2.0,,False,articles_appended=20
VECO,google_news_rss,True,2026-04-18,2026-04-23,14,10,10.0,,False,articles_appended=10
PBI,google_news_rss,True,2026-04-19,2026-04-23,17,12,6.0,,False,articles_appended=12
ZWS,google_news_rss,True,2026-03-24,2026-04-23,17,17,4.0,,False,articles_appended=17
