symbol,provider,ok,from,to,n_raw,n_articles,n_days_total,error,skipped,message
ALPOU,google_news_rss,True,2026-03-16,2026-04-15,0,0,0,,False,bootstrapped_empty
AFK,google_news_rss,True,2026-03-16,2026-04-15,1,1,1,,False,articles_appended=1
LOOMIS,google_news_rss,True,2026-03-16,2026-04-15,0,0,0,,False,bootstrapped_empty
ALSTW,google_news_rss,True,2026-03-16,2026-04-15,2,2,2,,False,articles_appended=2
BMA,google_news_rss,True,2026-03-16,2026-04-15,0,0,0,,False,bootstrapped_empty
YTCH,google_news_rss,True,2026-03-16,2026-04-15,0,0,0,,False,bootstrapped_empty
0INB,google_news_rss,True,2026-03-16,2026-04-15,16,16,10,,False,articles_appended=16
SHOT,google_news_rss,True,2026-03-16,2026-04-15,4,4,4,,False,articles_appended=4
ACRI-A,google_news_rss,True,2026-03-16,2026-04-15,3,3,2,,False,articles_appended=3
RTC,google_news_rss,True,2026-03-16,2026-04-15,5,5,4,,False,articles_appended=5
ALTHX,google_news_rss,True,2026-03-16,2026-04-15,0,0,0,,False,bootstrapped_empty
ALSMA,google_news_rss,True,2026-03-16,2026-04-15,2,2,1,,False,articles_appended=2
NORBT,google_news_rss,True,2026-03-16,2026-04-15,3,3,3,,False,articles_appended=3
ASCN,google_news_rss,True,2026-03-16,2026-04-15,5,5,4,,False,articles_appended=5
ALKAL,google_news_rss,True,2026-03-16,2026-04-15,3,3,3,,False,articles_appended=3
NTH,google_news_rss,True,2026-03-16,2026-04-15,2,2,1,,False,articles_appended=2
XVALO,google_news_rss,True,2026-03-16,2026-04-15,13,13,8,,False,articles_appended=13
KENDR,google_news_rss,True,2026-03-16,2026-04-15,7,7,5,,False,articles_appended=7
0B2,google_news_rss,True,2026-03-16,2026-04-15,15,15,3,,False,articles_appended=15
CMO,google_news_rss,True,2026-03-16,2026-04-15,5,5,5,,False,articles_appended=5
KOSKI,google_news_rss,True,2026-03-16,2026-04-15,1,1,1,,False,articles_appended=1
ALROC,google_news_rss,True,2026-03-16,2026-04-15,0,0,0,,False,bootstrapped_empty
CAR,google_news_rss,True,2026-03-16,2026-04-15,10,10,5,,False,articles_appended=10
COTN,google_news_rss,True,2026-03-16,2026-04-15,20,20,9,,False,articles_appended=20
NOHAL,google_news_rss,True,2026-03-16,2026-04-15,4,4,2,,False,articles_appended=4
TRVC,google_news_rss,True,2026-03-16,2026-04-15,17,17,3,,False,articles_appended=17
PPGN,google_news_rss,True,2026-03-16,2026-04-15,13,13,3,,False,articles_appended=13
AZA,google_news_rss,True,2026-03-16,2026-04-15,3,3,2,,False,articles_appended=3
PLEJD,google_news_rss,True,2026-04-10,2026-04-15,7,1,4,,False,articles_appended=1
SOBI,google_news_rss,True,2026-03-16,2026-04-15,5,5,3,,False,articles_appended=5
NOKIA,google_news_rss,True,2026-03-16,2026-04-15,27,27,6,,False,articles_appended=27
RXL,google_news_rss,True,2026-03-16,2026-04-15,12,12,8,,False,articles_appended=12
HUBN,google_news_rss,True,2026-03-16,2026-04-15,5,5,4,,False,articles_appended=5
ENDUR,google_news_rss,True,2026-03-16,2026-04-15,0,0,0,,False,bootstrapped_empty
HTRO,google_news_rss,True,2026-03-16,2026-04-15,10,10,6,,False,articles_appended=10
ZAP,google_news_rss,True,2026-03-16,2026-04-15,0,0,0,,False,bootstrapped_empty
MGN,google_news_rss,True,2026-03-16,2026-04-15,2,2,1,,False,articles_appended=2
