symbol,provider,ok,from,to,n_raw,n_articles,n_days_total,error,skipped,message
0AA9,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
0DNW,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
0QMG,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
AKVA,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
ALNSE,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
ALNT,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
ALRIB,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
ARVOSK,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
BALYO,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
BIJ,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
BOHO-PREF,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
ILKKA2,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
KREATE,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
LOIHDE,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
LOUP,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
LOYAL,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
NEWCAP,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
QH9,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
RIO1,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
SPIR,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
SQU,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
WMA,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
YHSP,yfinance,True,2026-03-13,2026-04-12,0,0,0.0,,False,bootstrapped_empty
FRT,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
TIMB,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
MRVL,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
AXIA,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
LION,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
