symbol,provider,ok,from,to,n_raw,n_articles,n_days_total,error,skipped,message
HPE-P-C,google_news_rss,True,2026-05-02,2026-06-01,0,0,,,True,no_new_articles
HPE-PC,google_news_rss,True,2026-05-27,2026-06-01,15,5,17.0,,False,articles_appended=5
HPE,google_news_rss,True,2026-05-28,2026-06-01,19,7,8.0,,False,articles_appended=7
RPRX,google_news_rss,True,2026-05-26,2026-06-01,13,0,,,True,articles_appended=0
DELL,google_news_rss,True,2026-05-28,2026-06-01,28,17,6.0,,False,articles_appended=17
NTAP,google_news_rss,True,2026-05-28,2026-06-01,28,16,9.0,,False,articles_appended=16
SNX,google_news_rss,True,2026-05-27,2026-06-01,15,8,14.0,,False,articles_appended=8
ALKS,google_news_rss,True,2026-05-27,2026-06-01,8,1,9.0,,False,articles_appended=1
F,google_news_rss,True,2026-05-28,2026-06-01,21,11,8.0,,False,articles_appended=11
SN,google_news_rss,True,2026-05-26,2026-06-01,13,4,14.0,,False,articles_appended=4
MRCY,google_news_rss,True,2026-05-28,2026-06-01,14,3,6.0,,False,articles_appended=3
ATI,google_news_rss,True,2026-04-27,2026-06-01,1,0,,,True,articles_appended=0
RVMD,google_news_rss,True,2026-05-27,2026-06-01,15,12,18.0,,False,articles_appended=12
AVGO,google_news_rss,True,2026-05-27,2026-06-01,17,7,7.0,,False,articles_appended=7
IVZ,google_news_rss,True,2026-05-28,2026-06-01,9,2,11.0,,False,articles_appended=2
GE,google_news_rss,True,2026-05-28,2026-06-01,12,6,10.0,,False,articles_appended=6
