symbol,provider,ok,from,to,n_raw,n_articles,n_days_total,error,skipped,message
MLWEA,google_news_rss,True,2026-05-03,2026-05-11,1,0,,,True,articles_appended=0
BKS,google_news_rss,True,2026-05-02,2026-05-11,2,0,,,True,articles_appended=0
MVE,google_news_rss,True,2026-04-11,2026-05-11,0,0,,,True,no_new_articles
CMO,google_news_rss,True,2026-04-27,2026-05-11,3,0,,,True,articles_appended=0
HAV,google_news_rss,True,2026-05-03,2026-05-11,3,0,,,True,articles_appended=0
SCE,google_news_rss,True,2026-05-03,2026-05-11,4,1,2.0,,False,articles_appended=1
PYT,google_news_rss,True,2026-05-03,2026-05-11,1,0,,,True,articles_appended=0
ALPAU,google_news_rss,True,2026-04-28,2026-05-11,2,1,3.0,,False,articles_appended=1
M12,google_news_rss,True,2026-04-26,2026-05-11,0,0,,,True,no_new_articles
ABEA,google_news_rss,True,2026-05-07,2026-05-11,12,3,13.0,,False,articles_appended=3
AYV,google_news_rss,True,2026-05-07,2026-05-11,2,1,10.0,,False,articles_appended=1
MLZAM,google_news_rss,True,2026-05-02,2026-05-11,0,0,,,True,no_new_articles
ALAVI,google_news_rss,True,2026-04-28,2026-05-11,3,0,,,True,articles_appended=0
HDLY,google_news_rss,True,2026-05-04,2026-05-11,5,3,4.0,,False,articles_appended=3
APAM,google_news_rss,True,2026-05-02,2026-05-11,5,1,6.0,,False,articles_appended=1
BNN,google_news_rss,True,2026-05-06,2026-05-11,1,0,,,True,articles_appended=0
PHM7,google_news_rss,True,2026-05-06,2026-05-11,15,2,11.0,,False,articles_appended=2
ABEC,google_news_rss,True,2026-05-06,2026-05-11,11,8,12.0,,False,articles_appended=8
OUT1V,google_news_rss,True,2026-05-01,2026-05-11,1,0,,,True,articles_appended=0
CAT1,google_news_rss,True,2026-05-07,2026-05-11,12,6,14.0,,False,articles_appended=6
WAF,google_news_rss,True,2026-05-06,2026-05-11,9,2,14.0,,False,articles_appended=2
SMHN,google_news_rss,True,2026-05-06,2026-05-11,11,0,,,True,articles_appended=0
