symbol,provider,ok,from,to,n_raw,n_articles,n_days_total,error,skipped,message
0ROY,google_news_rss,True,2026-04-17,2026-04-22,6,2,6.0,,False,articles_appended=2
ZUBN,google_news_rss,True,2026-03-23,2026-04-22,0,0,,,True,no_new_articles
MLGAL,google_news_rss,True,2026-03-23,2026-04-22,0,0,,,True,no_new_articles
ILKKA1,google_news_rss,True,2026-03-23,2026-04-22,0,0,,,True,no_new_articles
FREY,google_news_rss,True,2026-04-17,2026-04-22,8,8,9.0,,False,articles_appended=8
TGS,google_news_rss,True,2026-03-23,2026-04-22,0,0,,,True,no_new_articles
CRAP,google_news_rss,True,2026-04-14,2026-04-22,2,0,,,True,articles_appended=0
CURN,google_news_rss,True,2026-03-23,2026-04-22,0,0,,,True,no_new_articles
CRTO,google_news_rss,True,2026-03-23,2026-04-22,0,0,,,True,no_new_articles
CBSM,google_news_rss,True,2026-03-23,2026-04-22,0,0,,,True,no_new_articles
M7U,google_news_rss,True,2026-03-22,2026-04-22,0,0,,,True,no_new_articles
ROBA,google_news_rss,True,2026-03-23,2026-04-22,0,0,,,True,no_new_articles
VIRI,google_news_rss,True,2026-04-05,2026-04-22,3,2,6.0,,False,articles_appended=2
EFG,google_news_rss,True,2026-04-17,2026-04-22,1,1,6.0,,False,articles_appended=1
