symbol,provider,ok,from,to,n_raw,n_articles,n_days_total,error,skipped,message
DSCSY,google_news_rss,True,2026-05-23,2026-06-22,0,0,,,True,no_new_articles
SWBI,google_news_rss,True,2026-06-18,2026-06-22,14,5,6.0,,False,articles_appended=5
MIDD,google_news_rss,True,2026-06-17,2026-06-22,16,3,8.0,,False,articles_appended=3
NPO,google_news_rss,True,2026-06-15,2026-06-22,4,0,,,True,articles_appended=0
VIRT,google_news_rss,True,2026-06-18,2026-06-22,12,7,12.0,,False,articles_appended=7
MRNA,google_news_rss,True,2026-06-17,2026-06-22,22,11,8.0,,False,articles_appended=11
GWW,google_news_rss,True,2026-06-17,2026-06-22,12,3,11.0,,False,articles_appended=3
TOELY,google_news_rss,True,2026-05-23,2026-06-22,0,0,,,True,no_new_articles
LTH,google_news_rss,True,2026-06-17,2026-06-22,10,3,11.0,,False,articles_appended=3
ESE,google_news_rss,True,2026-06-17,2026-06-22,5,1,9.0,,False,articles_appended=1
