symbol,provider,ok,from,to,n_raw,n_articles,n_days_total,error,skipped,message
0AAL,google_news_rss,True,2026-03-20,2026-04-19,0,0,,,True,no_new_articles
B7J,google_news_rss,True,2026-04-13,2026-04-19,2,1,7.0,,False,articles_appended=1
ACAST,google_news_rss,True,2026-04-14,2026-04-19,3,0,,,True,articles_appended=0
ALWEC,google_news_rss,True,2026-03-20,2026-04-19,0,0,,,True,no_new_articles
BOY,google_news_rss,True,2026-04-15,2026-04-19,9,3,7.0,,False,articles_appended=3
RTC,google_news_rss,True,2026-04-14,2026-04-19,1,0,,,True,articles_appended=0
ECK,google_news_rss,True,2026-03-20,2026-04-19,0,0,,,True,no_new_articles
MEMS,google_news_rss,True,2026-03-20,2026-04-19,0,0,,,True,no_new_articles
SEM,google_news_rss,True,2026-04-14,2026-04-19,1,0,,,True,articles_appended=0
0A29,google_news_rss,True,2026-04-13,2026-04-19,1,0,,,True,articles_appended=0
SYIFJERADKKA,google_news_rss,True,2026-03-20,2026-04-19,0,0,,,True,no_new_articles
SKIVEK,google_news_rss,True,2026-03-20,2026-04-19,1,1,1.0,,False,articles_appended=1
GLKBN,google_news_rss,True,2026-04-13,2026-04-19,2,0,,,True,articles_appended=0
AMD,google_news_rss,True,2026-04-14,2026-04-19,30,12,8.0,,False,articles_appended=12
INSTAL,google_news_rss,True,2026-03-20,2026-04-19,0,0,,,True,no_new_articles
CWIEMMKL,google_news_rss,True,2026-03-20,2026-04-19,0,0,,,True,no_new_articles
ASCN,google_news_rss,True,2026-04-13,2026-04-19,1,0,,,True,articles_appended=0
ASY,google_news_rss,True,2026-04-12,2026-04-19,2,1,2.0,,False,articles_appended=1
LBIRD,google_news_rss,True,2026-04-05,2026-04-19,2,0,,,True,articles_appended=0
GSJ,google_news_rss,True,2026-03-20,2026-04-19,0,0,,,True,no_new_articles
VAIAS,google_news_rss,True,2026-04-06,2026-04-19,2,0,,,True,articles_appended=0
NAVIGO-PREF,google_news_rss,True,2026-03-20,2026-04-19,0,0,,,True,no_new_articles
CMBN,google_news_rss,True,2026-04-07,2026-04-19,1,0,,,True,articles_appended=0
FASTPC,google_news_rss,True,2026-03-20,2026-04-19,0,0,,,True,no_new_articles
0J6V,google_news_rss,True,2026-04-14,2026-04-19,9,1,3.0,,False,articles_appended=1
SHF,google_news_rss,True,2026-04-11,2026-04-19,1,0,,,True,articles_appended=0
SOI,google_news_rss,True,2026-04-14,2026-04-19,6,1,10.0,,False,articles_appended=1
VIRP,google_news_rss,True,2026-04-14,2026-04-19,11,3,8.0,,False,articles_appended=3
QH9,google_news_rss,True,2026-04-15,2026-04-19,15,4,11.0,,False,articles_appended=4
CABK,google_news_rss,True,2026-04-14,2026-04-19,11,3,9.0,,False,articles_appended=3
DG,google_news_rss,True,2026-04-14,2026-04-19,18,9,9.0,,False,articles_appended=9
INVE-B,google_news_rss,True,2026-03-20,2026-04-19,0,0,,,True,no_new_articles
DB1,google_news_rss,True,2026-04-15,2026-04-19,5,4,10.0,,False,articles_appended=4
ALFA,google_news_rss,True,2026-04-14,2026-04-19,3,0,,,True,articles_appended=0
UTDI,google_news_rss,True,2026-03-20,2026-04-19,0,0,,,True,no_new_articles
ADDT-B,google_news_rss,True,2026-03-28,2026-04-19,1,0,,,True,articles_appended=0
ABBN,google_news_rss,True,2026-04-15,2026-04-19,8,4,14.0,,False,articles_appended=4
NOD,google_news_rss,True,2026-04-14,2026-04-19,1,0,,,True,articles_appended=0
DFDS,google_news_rss,True,2026-04-11,2026-04-19,4,1,2.0,,False,articles_appended=1
