symbol,provider,ok,from,to,n_raw,n_articles,n_days_total,error,skipped,message
0AA9,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
0DNW,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
0QMG,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
AKVA,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
ALNSE,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
ALNT,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
ALRIB,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
ARVOSK,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
BALYO,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
BIJ,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
BOHO-PREF,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
ILKKA2,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
KREATE,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
LOIHDE,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
LOUP,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
LOYAL,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
NEWCAP,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
QH9,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
RIO1,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
SPIR,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
SQU,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
WMA,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
YHSP,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
FRT,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
TIMB,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
MRVL,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
AXIA,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
LION,cooldown,True,,2026-04-12,0,0,,,True,cooldown_skip
