symbol,provider,ok,from,to,n_raw,n_articles,n_days_total,error,skipped,message
0ROY,google_news_rss,True,2026-03-22,2026-04-21,6,6,4.0,,False,articles_appended=6
ZUBN,google_news_rss,True,2026-03-22,2026-04-21,0,0,0.0,,False,bootstrapped_empty
MLGAL,google_news_rss,True,2026-03-22,2026-04-21,0,0,0.0,,False,bootstrapped_empty
ILKKA1,google_news_rss,True,2026-03-22,2026-04-21,0,0,0.0,,False,bootstrapped_empty
FREY,google_news_rss,True,2026-04-13,2026-04-21,12,6,7.0,,False,articles_appended=6
TGS,google_news_rss,True,2026-03-22,2026-04-21,0,0,0.0,,False,bootstrapped_empty
CRAP,google_news_rss,True,2026-03-22,2026-04-21,5,5,4.0,,False,articles_appended=5
CURN,google_news_rss,True,2026-03-22,2026-04-21,0,0,0.0,,False,bootstrapped_empty
CRTO,google_news_rss,True,2026-03-22,2026-04-21,0,0,0.0,,False,bootstrapped_empty
CBSM,google_news_rss,True,2026-03-22,2026-04-21,0,0,0.0,,False,bootstrapped_empty
M7U,google_news_rss,True,2026-03-22,2026-04-21,1,1,1.0,,False,articles_appended=1
ROBA,google_news_rss,True,2026-03-22,2026-04-21,0,0,0.0,,False,bootstrapped_empty
VIRI,google_news_rss,True,2026-03-22,2026-04-21,6,6,5.0,,False,articles_appended=6
EFG,google_news_rss,True,2026-03-22,2026-04-21,6,6,5.0,,False,articles_appended=6
PLSV,google_news_rss,True,2026-03-22,2026-04-21,7,7,3.0,,False,articles_appended=7
UTDI,google_news_rss,True,2026-03-22,2026-04-21,0,0,,,True,no_new_articles
ATS,google_news_rss,True,2026-03-22,2026-04-21,0,0,,,True,no_new_articles
