symbol,provider,ok,from,to,n_raw,n_articles,n_days_total,error,skipped,message
FAST,google_news_rss,True,2026-04-21,2026-05-25,0,0,,,True,no_new_articles
ERCB,google_news_rss,True,2026-04-24,2026-05-25,2,1,2.0,,False,articles_appended=1
CLR,google_news_rss,True,2026-04-25,2026-05-25,0,0,,,True,no_new_articles
SPG,google_news_rss,True,2026-05-19,2026-05-25,2,0,,,True,articles_appended=0
SAVE,google_news_rss,True,2026-05-17,2026-05-25,2,0,,,True,articles_appended=0
12DA,google_news_rss,True,2026-04-25,2026-05-25,0,0,,,True,no_new_articles
AMS2,google_news_rss,True,2026-05-19,2026-05-25,10,4,11.0,,False,articles_appended=4
VLK,google_news_rss,True,2026-05-20,2026-05-25,5,2,3.0,,False,articles_appended=2
E3B,google_news_rss,True,2026-05-19,2026-05-25,5,0,,,True,articles_appended=0
ELK,google_news_rss,True,2026-05-12,2026-05-25,2,1,7.0,,False,articles_appended=1
AKER,google_news_rss,True,2026-05-21,2026-05-25,12,1,5.0,,False,articles_appended=1
PUM,google_news_rss,True,2026-05-19,2026-05-25,1,0,,,True,articles_appended=0
NN,google_news_rss,True,2026-05-20,2026-05-25,10,2,13.0,,False,articles_appended=2
ZAP,google_news_rss,True,2026-04-25,2026-05-25,0,0,,,True,no_new_articles
VICO,google_news_rss,True,2026-05-03,2026-05-25,1,0,,,True,articles_appended=0
STORY-B,google_news_rss,True,2026-04-28,2026-05-25,3,0,,,True,articles_appended=0
PLEJD,google_news_rss,True,2026-05-19,2026-05-25,1,0,,,True,articles_appended=0
COTN,google_news_rss,True,2026-05-18,2026-05-25,2,0,,,True,articles_appended=0
ANDR,google_news_rss,True,2026-05-19,2026-05-25,1,0,,,True,articles_appended=0
