symbol,provider,ok,from,to,n_raw,n_articles,n_days_total,error,skipped,message
ALPOU,google_news_rss,True,2026-03-17,2026-04-16,0,0,,,True,no_new_articles
AFK,google_news_rss,True,2026-03-27,2026-04-16,1,0,,,True,articles_appended=0
LOOMIS,google_news_rss,True,2026-03-17,2026-04-16,0,0,,,True,no_new_articles
ALSTW,google_news_rss,True,2026-03-29,2026-04-16,1,0,,,True,articles_appended=0
BMA,google_news_rss,True,2026-03-17,2026-04-16,0,0,,,True,no_new_articles
YTCH,google_news_rss,True,2026-03-17,2026-04-16,0,0,,,True,no_new_articles
0INB,google_news_rss,True,2026-04-11,2026-04-16,4,2,12.0,,False,articles_appended=2
SHOT,google_news_rss,True,2026-04-07,2026-04-16,2,0,,,True,articles_appended=0
ACRI-A,google_news_rss,True,2026-03-29,2026-04-16,3,0,,,True,articles_appended=0
RTC,google_news_rss,True,2026-04-11,2026-04-16,1,1,5.0,,False,articles_appended=1
ALTHX,google_news_rss,True,2026-03-17,2026-04-16,0,0,,,True,no_new_articles
ALSMA,google_news_rss,True,2026-04-11,2026-04-16,3,1,2.0,,False,articles_appended=1
NORBT,google_news_rss,True,2026-04-11,2026-04-16,2,0,,,True,articles_appended=0
ASCN,google_news_rss,True,2026-04-06,2026-04-16,2,0,,,True,articles_appended=0
ALKAL,google_news_rss,True,2026-04-11,2026-04-16,1,0,,,True,articles_appended=0
NTH,google_news_rss,True,2026-04-09,2026-04-16,2,1,2.0,,False,articles_appended=1
XVALO,google_news_rss,True,2026-04-11,2026-04-16,8,4,9.0,,False,articles_appended=4
KENDR,google_news_rss,True,2026-04-11,2026-04-16,5,1,6.0,,False,articles_appended=1
0B2,google_news_rss,True,2026-04-11,2026-04-16,15,4,4.0,,False,articles_appended=4
CMO,google_news_rss,True,2026-04-11,2026-04-16,1,1,5.0,,False,articles_appended=1
KOSKI,google_news_rss,True,2026-04-11,2026-04-16,0,0,,,True,no_new_articles
ALROC,google_news_rss,True,2026-03-17,2026-04-16,1,1,1.0,,False,articles_appended=1
CAR,google_news_rss,True,2026-04-11,2026-04-16,9,6,7.0,,False,articles_appended=6
COTN,google_news_rss,True,2026-04-11,2026-04-16,14,7,10.0,,False,articles_appended=7
NOHAL,google_news_rss,True,2026-04-11,2026-04-16,5,1,3.0,,False,articles_appended=1
TRVC,google_news_rss,True,2026-04-12,2026-04-16,12,8,4.0,,False,articles_appended=8
PPGN,google_news_rss,True,2026-04-11,2026-04-16,12,3,5.0,,False,articles_appended=3
