symbol,provider,ok,from,to,n_raw,n_articles,n_days_total,error,skipped,message
DFENS,google_news_rss,True,2026-04-23,2026-05-23,8,8,3.0,,False,articles_appended=8
MTB,google_news_rss,True,2026-04-23,2026-05-23,2,2,2.0,,False,articles_appended=2
0RPV,google_news_rss,True,2026-04-23,2026-05-23,0,0,0.0,,False,bootstrapped_empty
ACX,google_news_rss,True,2026-04-23,2026-05-23,4,4,4.0,,False,articles_appended=4
SFAST,google_news_rss,True,2026-04-23,2026-05-23,8,8,3.0,,False,articles_appended=8
V6C,google_news_rss,True,2026-04-23,2026-05-23,11,11,4.0,,False,articles_appended=11
CEV,google_news_rss,True,2026-04-23,2026-05-23,2,2,2.0,,False,articles_appended=2
04Q,google_news_rss,True,2026-04-23,2026-05-23,7,7,6.0,,False,articles_appended=7
FPILIM,google_news_rss,True,2026-04-23,2026-05-23,0,0,0.0,,False,bootstrapped_empty
ALFEN,google_news_rss,True,2026-04-23,2026-05-23,2,2,1.0,,False,articles_appended=2
BWE,google_news_rss,True,2026-04-23,2026-05-23,20,20,5.0,,False,articles_appended=20
YTCH,google_news_rss,True,2026-04-23,2026-05-23,0,0,,,True,no_new_articles
CAT31,google_news_rss,True,2026-04-23,2026-05-23,0,0,0.0,,False,bootstrapped_empty
HOME-B,google_news_rss,True,2026-04-23,2026-05-23,3,3,2.0,,False,articles_appended=3
SPG,google_news_rss,True,2026-04-23,2026-05-23,8,8,6.0,,False,articles_appended=8
ELEC,google_news_rss,True,2026-04-23,2026-05-23,1,1,1.0,,False,articles_appended=1
FACC,google_news_rss,True,2026-04-23,2026-05-23,11,11,8.0,,False,articles_appended=11
YEUR,google_news_rss,True,2026-04-23,2026-05-23,0,0,0.0,,False,bootstrapped_empty
ZAP,google_news_rss,True,2026-04-23,2026-05-23,0,0,,,True,no_new_articles
WIHN,google_news_rss,True,2026-04-23,2026-05-23,22,22,11.0,,False,articles_appended=22
CLR,google_news_rss,True,2026-04-23,2026-05-23,0,0,0.0,,False,bootstrapped_empty
FAST,google_news_rss,True,2026-04-13,2026-05-23,3,3,2.0,,False,articles_appended=3
CEDER,google_news_rss,True,2026-04-23,2026-05-23,4,4,3.0,,False,articles_appended=4
AL2SI,google_news_rss,True,2026-04-23,2026-05-23,3,3,2.0,,False,articles_appended=3
