symbol,provider,ok,from,to,n_raw,n_articles,n_days_total,error,skipped,message
INDU-A,google_news_rss,True,2026-05-02,2026-06-01,0,0,,,True,no_new_articles
BRAV,google_news_rss,True,2026-05-26,2026-06-01,7,0,,,True,articles_appended=0
SSAB-A,google_news_rss,True,2026-05-23,2026-06-01,2,0,,,True,articles_appended=0
EMSN,google_news_rss,True,2026-05-25,2026-06-01,2,0,,,True,articles_appended=0
GRNG,google_news_rss,True,2026-05-26,2026-06-01,1,0,,,True,articles_appended=0
GRLA,google_news_rss,True,2026-05-02,2026-06-01,0,0,,,True,no_new_articles
LOGN,google_news_rss,True,2026-05-27,2026-06-01,9,0,,,True,articles_appended=0
BAMNB,google_news_rss,True,2026-05-26,2026-06-01,2,2,4.0,,False,articles_appended=2
12DA,google_news_rss,True,2026-05-02,2026-06-01,0,0,,,True,no_new_articles
OVH,google_news_rss,True,2026-05-24,2026-06-01,4,2,4.0,,False,articles_appended=2
HIAG,google_news_rss,True,2026-05-08,2026-06-01,1,0,,,True,articles_appended=0
KREATE,google_news_rss,True,2026-05-26,2026-06-01,3,1,8.0,,False,articles_appended=1
HOLN,google_news_rss,True,2026-05-26,2026-06-01,3,1,6.0,,False,articles_appended=1
ACAST,google_news_rss,True,2026-05-25,2026-06-01,1,0,,,True,articles_appended=0
RBI,google_news_rss,True,2026-05-25,2026-06-01,3,0,,,True,articles_appended=0
NP3,google_news_rss,True,2026-05-26,2026-06-01,5,1,10.0,,False,articles_appended=1
DANSKE,google_news_rss,True,2026-05-26,2026-06-01,13,5,10.0,,False,articles_appended=5
WAF,google_news_rss,True,2026-05-28,2026-06-01,3,0,,,True,articles_appended=0
EXENS,google_news_rss,True,2026-05-02,2026-06-01,0,0,,,True,no_new_articles
LOUP,google_news_rss,True,2026-05-02,2026-06-01,0,0,,,True,no_new_articles
SSABBH,google_news_rss,True,2026-05-09,2026-06-01,1,0,,,True,articles_appended=0
SIX3,google_news_rss,True,2026-05-27,2026-06-01,3,1,11.0,,False,articles_appended=1
NCAB,google_news_rss,True,2026-05-23,2026-06-01,1,0,,,True,articles_appended=0
INDU-C,google_news_rss,True,2026-05-02,2026-06-01,0,0,,,True,no_new_articles
AYV,google_news_rss,True,2026-05-26,2026-06-01,5,0,,,True,articles_appended=0
CBK,google_news_rss,True,2026-05-26,2026-06-01,8,1,13.0,,False,articles_appended=1
CABK,google_news_rss,True,2026-05-27,2026-06-01,7,5,23.0,,False,articles_appended=5
TREL-B,google_news_rss,True,2026-05-02,2026-06-01,0,0,,,True,no_new_articles
ORNBV,google_news_rss,True,2026-05-09,2026-06-01,2,0,,,True,articles_appended=0
BG,google_news_rss,True,2026-05-27,2026-06-01,4,2,5.0,,False,articles_appended=2
EPI-A,google_news_rss,True,2026-05-09,2026-06-01,2,0,,,True,articles_appended=0
BIOA-B,google_news_rss,True,2026-05-27,2026-06-01,6,1,6.0,,False,articles_appended=1
