symbol,provider,ok,from,to,n_raw,n_articles,n_days_total,error,skipped,message
0ROY,google_news_rss,True,2026-04-23,2026-04-29,2,1,10.0,,False,articles_appended=1
ZUBN,google_news_rss,True,2026-03-30,2026-04-29,0,0,,,True,no_new_articles
MLGAL,google_news_rss,True,2026-03-30,2026-04-29,0,0,,,True,no_new_articles
ILKKA1,google_news_rss,True,2026-03-30,2026-04-29,0,0,,,True,no_new_articles
FREY,google_news_rss,True,2026-04-24,2026-04-29,11,8,15.0,,False,articles_appended=8
TGS,google_news_rss,True,2026-03-30,2026-04-29,0,0,,,True,no_new_articles
CRAP,google_news_rss,True,2026-04-15,2026-04-29,3,1,6.0,,False,articles_appended=1
CURN,google_news_rss,True,2026-03-30,2026-04-29,0,0,,,True,no_new_articles
CRTO,google_news_rss,True,2026-03-30,2026-04-29,0,0,,,True,no_new_articles
CBSM,google_news_rss,True,2026-03-30,2026-04-29,0,0,,,True,no_new_articles
M7U,google_news_rss,True,2026-04-19,2026-04-29,2,1,3.0,,False,articles_appended=1
ROBA,google_news_rss,True,2026-03-30,2026-04-29,0,0,,,True,no_new_articles
VIRI,google_news_rss,True,2026-04-22,2026-04-29,5,4,11.0,,False,articles_appended=4
EFG,google_news_rss,True,2026-04-21,2026-04-29,6,3,9.0,,False,articles_appended=3
