symbol,provider,ok,from,to,n_raw,n_articles,n_days_total,error,skipped,message
RAPP,google_news_rss,True,2026-03-28,2026-04-19,1,0,,,True,articles_appended=0
LION,google_news_rss,True,2026-03-20,2026-04-19,0,0,,,True,no_new_articles
MXL,google_news_rss,True,2026-04-15,2026-04-19,12,3,10.0,,False,articles_appended=3
TRVI,google_news_rss,True,2026-04-14,2026-04-19,17,2,4.0,,False,articles_appended=2
CVBF,google_news_rss,True,2026-04-14,2026-04-19,7,3,10.0,,False,articles_appended=3
DOV,google_news_rss,True,2026-04-15,2026-04-19,18,8,7.0,,False,articles_appended=8
SPXC,google_news_rss,True,2026-04-15,2026-04-19,13,7,7.0,,False,articles_appended=7
FFBC,google_news_rss,True,2026-04-15,2026-04-19,11,3,8.0,,False,articles_appended=3
HTBK,google_news_rss,True,2026-04-15,2026-04-19,7,5,11.0,,False,articles_appended=5
SYF,google_news_rss,True,2026-04-14,2026-04-19,12,5,9.0,,False,articles_appended=5
FRO,google_news_rss,True,2026-04-14,2026-04-19,10,5,16.0,,False,articles_appended=5
APG,google_news_rss,True,2026-04-15,2026-04-19,13,3,7.0,,False,articles_appended=3
SFNC,google_news_rss,True,2026-04-15,2026-04-19,23,8,4.0,,False,articles_appended=8
ALLY,google_news_rss,True,2026-04-15,2026-04-19,24,13,4.0,,False,articles_appended=13
