symbol,provider,ok,from,to,n_raw,n_articles,n_days_total,error,skipped,message
MLWEA,google_news_rss,True,2026-04-25,2026-05-07,1,0,,,True,articles_appended=0
BKS,google_news_rss,True,2026-05-01,2026-05-07,1,0,,,True,articles_appended=0
MVE,google_news_rss,True,2026-04-07,2026-05-07,0,0,,,True,no_new_articles
CMO,google_news_rss,True,2026-04-27,2026-05-07,2,0,,,True,articles_appended=0
HAV,google_news_rss,True,2026-05-02,2026-05-07,3,1,6.0,,False,articles_appended=1
SCE,google_news_rss,True,2026-04-24,2026-05-07,5,5,2.0,,False,articles_appended=5
PYT,google_news_rss,True,2026-04-27,2026-05-07,3,1,5.0,,False,articles_appended=1
ALPAU,google_news_rss,True,2026-04-28,2026-05-07,1,0,,,True,articles_appended=0
M12,google_news_rss,True,2026-04-26,2026-05-07,1,0,,,True,articles_appended=0
ABEA,google_news_rss,True,2026-05-03,2026-05-07,8,7,10.0,,False,articles_appended=7
AYV,google_news_rss,True,2026-05-03,2026-05-07,8,5,8.0,,False,articles_appended=5
MLZAM,google_news_rss,True,2026-05-02,2026-05-07,0,0,,,True,no_new_articles
ALAVI,google_news_rss,True,2026-04-28,2026-05-07,1,0,,,True,articles_appended=0
HDLY,google_news_rss,True,2026-04-20,2026-05-07,1,0,,,True,articles_appended=0
APAM,google_news_rss,True,2026-05-02,2026-05-07,8,1,6.0,,False,articles_appended=1
BNN,google_news_rss,True,2026-04-07,2026-05-07,0,0,,,True,no_new_articles
PHM7,google_news_rss,True,2026-05-03,2026-05-07,17,7,8.0,,False,articles_appended=7
ABEC,google_news_rss,True,2026-05-03,2026-05-07,12,7,8.0,,False,articles_appended=7
OUT1V,google_news_rss,True,2026-05-01,2026-05-07,1,0,,,True,articles_appended=0
CAT1,google_news_rss,True,2026-05-03,2026-05-07,12,6,10.0,,False,articles_appended=6
WAF,google_news_rss,True,2026-05-02,2026-05-07,6,2,11.0,,False,articles_appended=2
SMHN,google_news_rss,True,2026-04-27,2026-05-07,3,0,,,True,articles_appended=0
