asof_date,exchange_code,symbol,company_name,currency,country,close,volume,vol_anom,hh20_prev,atr14,atr_pct_pct,entry_limit,stop_init,r_dist,tp_2r,tp_3r,invest_score,score_factor,risk_factor,risk_eur_budget,invest_final,qty_final,actual_invest_eur,actual_risk_eur
20260521,OL,DFENS,Fjord Defence Group ASA,NOK,Norway,16.0,5727409.0,15.4226263958506,15.8,0.588931850501228,3.68,15.721,14.8376,0.8834,17.4878,18.3712,8.3,1.0,,250.0,,,,
20260521,MC,MTB,Montebalito S.A.,EUR,Spain,1.8,23149.0,5.75946060259249,1.8,0.0585835257682455,3.25,1.791,1.7031,0.0879,1.9668,2.0546,8.06,1.0,,250.0,,,,
20260521,IL,0RPV,Freni Brembo SpA,EUR,UK,12.366,39516.0,7.48352397545641,12.366,2.47019406190079,19.98,12.3042,8.5989,3.7053,19.7148,23.42,7.7,0.75,,250.0,,,,
20260521,OL,ADS,ADS Maritime Holding Plc,NOK,Norway,2.6,85687.0,7.11358136407221,2.6,0.138066498722539,5.31,2.587,2.3799,0.2071,3.0012,3.2083,7.7,0.75,,250.0,,,,
20260521,XETRA,ACX,bet-at-home.com AG,EUR,Germany,3.1,62905.0,5.94792902765236,2.75,0.128344427447405,4.14,2.7363,2.5437,0.1925,3.1213,3.3138,7.25,0.75,,250.0,,,,
20260521,ST,SFAST,Stenhus Fastigheter I Norden AB,SEK,Sweden,12.5,626527.0,4.1087590508487,12.28,0.317084061922191,2.54,12.2186,11.743,0.4756,13.1699,13.6455,6.41,0.75,,250.0,,,,
20260521,XETRA,V6C,Viscom AG,EUR,Germany,5.84,44163.0,5.01336693514057,5.5,0.299162989300246,5.12,5.4725,5.0238,0.4487,6.37,6.8187,5.71,0.5,,250.0,,,,
20260521,MC,CEV,Compania Espanola de Viviendas en Alquiler SA,EUR,Spain,9.5,1887.0,3.11078140454995,9.35,0.395527958037557,4.16,9.3033,8.71,0.5933,10.4898,11.0831,5.41,0.5,,250.0,,,,
20260521,XETRA,04Q,Nordea Bank Abp,EUR,Germany,16.22,26229.0,3.0006006006006,16.245,0.300257386281807,1.85,16.1638,15.7134,0.4504,17.0645,17.5149,5.3,0.5,,250.0,,,,
20260521,CO,FPILIM,Formuepleje Limittellus,DKK,Denmark,289.4,12801.0,3.39072391598019,289.2,1.88326124889716,0.65,287.754,284.9291,2.8249,293.4038,296.2287,5.09,0.5,,250.0,,,,
20260521,AS,ALFEN,Alfen Beheer BV,EUR,Netherlands,15.95,1987699.0,4.20953975753149,15.4,0.874124990306268,5.48,15.323,14.0118,1.3112,17.9454,19.2566,4.91,0.5,,250.0,,,,
20260521,OL,BWE,BW Energy Ltd,NOK,Norway,59.2,312886.0,2.57784552008239,59.1,2.60300830066709,4.4,58.8045,54.9,3.9045,66.6135,70.518,4.88,0.5,,250.0,,,,
20260521,MC,YTCH,"Techo Hogar SOCIMI, S.A.",EUR,Spain,1.12,9010.0,3.14112397155208,1.12,0.00156763292853705,0.14,1.1144,1.112,0.0024,1.1191,1.1215,4.84,0.5,,250.0,,,,
20260521,PA,CAT31,Ca Toulouse 31 CCI,EUR,France,143.9,1475.0,2.53218884120172,142.0,4.84422353519205,3.37,141.29,134.0237,7.2663,155.8227,163.089,4.83,0.5,,250.0,,,,
20260521,CO,SPG,SP Group A/S,DKK,Denmark,402.0,28380.0,2.39247357151287,403.5,12.9015487205581,3.21,401.4825,382.1302,19.3523,440.1871,459.5395,4.69,0.5,,250.0,,,,
20260521,ST,HOME-B,HomeMaid AB,SEK,Sweden,36.0,10513.0,2.38828687612168,35.9,1.27191723978685,3.53,35.7205,33.8126,1.9079,39.5363,41.4441,4.69,0.5,,250.0,,,,
20260521,PA,ELEC,Électricite de Strasbourg Société Anonyme,EUR,France,247.0,3611.0,2.35274954391452,244.0,5.31546758711769,2.15,242.78,234.8068,7.9732,258.7264,266.6996,4.65,0.5,,250.0,,,,
20260521,VI,FACC,Facc AG,EUR,Austria,15.06,139889.0,2.78184558846925,14.98,0.709250327861401,4.71,14.9051,13.8412,1.0639,17.0329,18.0967,4.48,0.5,,250.0,,,,
20260521,ST,BIOWKS,Bio-Works Technologies AB,SEK,Sweden,4.24,321169.0,3.76666694031978,4.0,0.27535004995104,6.49,3.98,3.567,0.413,4.8061,5.2191,4.47,0.5,,250.0,,,,
20260521,HE,TALLINK,AS Tallink Grupp,EUR,Finland,0.662,119769.0,2.5448383566883,0.66,0.011466702370621,1.73,0.6567,0.6395,0.0172,0.6911,0.7083,4.24,0.5,,250.0,,,,
20260521,MC,YEUR,Euro Cervantes SOCIMI SA,EUR,Spain,31.8,180.0,2.5,31.8,0.212648148109187,0.67,31.641,31.322,0.319,32.2789,32.5979,4.2,0.5,,250.0,,,,
20260521,OL,ZAP,Zaptec AS,NOK,Norway,45.9,1211640.0,2.25207709893868,43.6,1.93824134770989,4.22,43.382,40.4746,2.9074,49.1967,52.1041,4.15,0.5,,250.0,,,,
20260521,SW,WIHN,Wisekey International Holding AG,CHF,Switzerland,15.5,50439.0,3.37378973595759,14.7,1.16771972493542,7.53,14.6265,12.8749,1.7516,18.1297,19.8812,4.07,0.5,,250.0,,,,
20260521,MC,CLR,CLERHP Estructuras S.A,EUR,Spain,9.4,66642.0,2.64854392083222,8.5,0.341044016356616,3.63,8.4575,7.9459,0.5116,9.4806,9.9922,3.95,0.25,,250.0,,,,
20260521,AS,FAST,Fastned B.V.,EUR,Netherlands,34.55,62911.0,2.410641754671,32.2,1.15343306774694,3.34,32.039,30.3089,1.7301,35.4993,37.2294,3.71,0.25,,250.0,,,,
20260521,ST,CEDER,Cedergrenska AB,SEK,Sweden,45.8,37689.0,2.27683385437905,44.0,1.3986761566502,3.05,43.78,41.682,2.098,47.976,50.074,3.58,0.25,,250.0,,,,
