asof_date,exchange_code,symbol,company_name,currency,country,close,volume,vol_anom,hh20_prev,atr14,atr_pct_pct,entry_limit,stop_init,r_dist,tp_2r,tp_3r,invest_score,score_factor,risk_factor,risk_eur_budget,invest_final,qty_final,actual_invest_eur,actual_risk_eur
20260414,PA,ALPOU,Poulaillon SA,EUR,France,8.75,35626.0,11.8284139579667,7.25,0.354825545450507,4.06,7.2138,6.6815,0.5322,8.2782,8.8105,7.3,0.75,,250.0,,,,
20260414,PA,ALARF,Adeunis,EUR,France,0.9,55343.0,11.8752883367129,0.7,0.0553617687794767,6.15,0.6965,0.6135,0.083,0.8626,0.9456,6.7,0.75,,250.0,,,,
20260414,OL,AFK,Arendals Fossekompani ASA,NOK,Norway,174.0,45892.0,4.19789336955677,174.0,4.34173377964753,2.5,173.13,166.6174,6.5126,186.1552,192.6678,6.5,0.75,,250.0,,,,
20260414,ST,LOOMIS,Loomis AB ser. B,SEK,Sweden,463.4,298834.0,2.19312173486428,457.2,11.2650845287384,2.43,454.914,438.0164,16.8976,488.7093,505.6069,6.49,0.75,,250.0,,,,
20260414,PA,ALSTW,Streamwide,EUR,France,78.8,3049.0,3.85412716470737,77.8,2.32373513968624,2.95,77.411,73.9254,3.4856,84.3822,87.8678,6.15,0.75,,250.0,,,,
20260414,MC,YTCH,"Techo Hogar SOCIMI, S.A.",EUR,Spain,1.12,4452.0,4.38253679184919,1.12,0.0040184025466951,0.36,1.1144,1.1084,0.006,1.1265,1.1325,6.08,0.75,,250.0,,,,
20260414,OL,BMA,Byggma,NOK,Norway,18.6,31279.0,3.78304830555623,18.6,0.647660534098143,3.48,18.507,17.5355,0.9715,20.45,21.4215,6.08,0.75,,250.0,,,,
20260414,IL,0INB,STMicroelectronics NV,EUR,UK,34.6825,2351438.0,2.92413731011571,34.09,1.13061421176257,3.26,33.9196,32.2236,1.6959,37.3114,39.0073,5.82,0.5,,250.0,,,,
20260414,ST,SHOT,Scandic Hotels Group AB (publ),SEK,Sweden,94.45,749559.0,2.13215595628272,93.25,2.60349347178542,2.76,92.7837,88.8785,3.9052,100.5942,104.4995,5.63,0.5,,250.0,,,,
20260414,ST,ACRI-A,Acrinova AB,SEK,Sweden,14.3,39822.0,4.18689741459978,14.0,0.615366404088408,4.3,13.93,13.007,0.923,15.7761,16.6991,5.49,0.5,,250.0,,,,
20260414,XETRA,RTC,RealTech AG,EUR,Germany,1.15,7401.0,2.89299325710935,1.14,0.0455289381907312,3.96,1.1343,1.066,0.0683,1.2709,1.3392,5.19,0.5,,250.0,,,,
20260414,PA,ALTHX,Theranexus SA,EUR,France,3.525,411285.0,4.36927627039508,3.25,0.221328542947057,6.28,3.2338,2.9018,0.332,3.8977,4.2297,5.07,0.5,,250.0,,,,
20260414,PA,ALSMA,SMAIO SA,EUR,France,7.6,2710.0,3.76258243665394,7.4,0.176831979964384,2.33,7.363,7.0978,0.2652,7.8935,8.1587,5.06,0.5,,250.0,,,,
20260414,OL,NORBT,Norbit ASA,NOK,Norway,233.0,457722.0,3.07582515611062,217.8,8.57810223617637,3.68,216.711,203.8438,12.8672,242.4453,255.3125,4.98,0.5,,250.0,,,,
20260414,ST,BOHO,Boho Group AB,SEK,Sweden,9.38,38597.0,2.615442474428,9.2,0.398094377773461,4.24,9.154,8.5569,0.5971,10.3483,10.9454,4.92,0.5,,250.0,,,,
20260414,SW,ASCN,Ascom Holding AG,CHF,Switzerland,5.71,293616.0,2.5030711247776,5.69,0.245630391352784,4.3,5.6616,5.2931,0.3684,6.3984,6.7669,4.8,0.5,,250.0,,,,
20260414,PA,ALKAL,Kalray SA,EUR,France,5.14,1083810.0,3.80795679249181,4.55,0.514588190706749,10.01,4.5272,3.7554,0.7719,6.071,6.8429,4.51,0.5,,250.0,,,,
20260414,MC,NTH,Naturhouse Health SA,EUR,Spain,2.69,92956.0,2.19700640269627,2.7,0.0816573608813872,3.04,2.6865,2.564,0.1225,2.9315,3.054,4.5,0.5,,250.0,,,,
20260414,MC,XVALO,Vale S.A.,EUR,Spain,14.424,32580.0,2.1898398956835,14.3,0.49940296433299,3.46,14.2285,13.4794,0.7491,15.7267,16.4758,4.49,0.5,,250.0,,,,
20260414,AS,KENDR,Kendrion NV,EUR,Netherlands,18.1,98886.0,2.11630858392705,18.12,0.475435286339906,2.63,18.0294,17.3162,0.7132,19.4557,20.1689,4.42,0.5,,250.0,,,,
20260414,XETRA,0B2,Bawag Group AG,EUR,Germany,151.8,3069.0,3.08768046682429,141.3,4.23960610435916,2.79,140.5935,134.2341,6.3594,153.3123,159.6717,4.39,0.5,,250.0,,,,
20260414,PA,CMO,Caisse Régionale de Crédit Agricole du Morbihan,EUR,France,113.0,1513.0,2.05920381082001,111.54,4.30561501396079,3.81,110.9823,104.5239,6.4584,123.8991,130.3576,4.36,0.5,,250.0,,,,
20260414,HE,KOSKI,Koskisen,EUR,Finland,9.9,5782.0,2.53858143261695,9.7,0.272002962542524,2.75,9.6515,9.2435,0.408,10.4675,10.8755,3.84,0.25,,250.0,,,,
20260414,PA,ALROC,Roctool,EUR,France,1.22,611584.0,3.12120954627215,1.185,0.121845179951994,9.99,1.1791,0.9963,0.1828,1.5446,1.7274,3.82,0.25,,250.0,,,,
20260414,XETRA,CAR,Carrefour SA,EUR,Germany,16.635,11892.0,2.05402791211828,16.65,0.253423257073652,1.52,16.5667,16.1866,0.3801,17.327,17.7072,3.75,0.25,,250.0,,,,
20260414,SW,COTN,Comet Holding AG,CHF,Switzerland,302.8,99512.0,2.83335207770706,285.0,13.7781792592074,4.55,283.575,262.9077,20.6673,324.9095,345.5768,3.53,0.25,,250.0,,,,
20260414,OL,NOHAL,Nordic Halibut AS,NOK,Norway,23.2,5508.0,2.1294363256785,22.2,0.631831732328511,2.72,22.089,21.1413,0.9477,23.9845,24.9322,3.43,0.25,,250.0,,,,
