display_rank,symbol,company_name,selection_bucket,entry_ready,candidate_rank,selection_reason,metric_state,metric_invest_score,metric_state_score,metric_vol_anom,metric_close,metric_volume,metric_hh20_prev,metric_atr14,metric_entry_limit,metric_stop_init,metric_r_dist,metric_tp_2r,metric_tp_3r,metric_risk_eur,metric_qty_for_risk
1,FAST,Fastned B.V.,entry_ready,True,,setup+breakout,ENTRY_READY,5.75,,3.45447360918214,36.85,103595.0,34.55,1.27461642005073,34.3772,32.4653,1.9119,38.2011,40.113,,
2,ERCB,Telefonaktiebolaget LM Ericsson (publ),entry_ready,True,,setup+breakout,ENTRY_READY,5.62,,3.82207569032012,11.555,68281.0,11.355,0.275664801479236,11.2982,10.8847,0.4135,12.1252,12.5387,,
3,CLR,CLERHP Estructuras S.A,entry_ready,True,,setup+breakout,ENTRY_READY,5.29,,3.48781230297818,9.7,104833.0,9.44,0.356683729474,9.3928,8.8578,0.535,10.4629,10.9979,,
4,SPG,SP Group A/S,entry_ready,True,,setup+breakout,ENTRY_READY,5.19,,4.09200909505587,407.5,58759.0,404.0,12.4800095262325,401.98,383.26,18.72,439.42,458.14,,
5,SAVE,Savencia SA,entry_ready,True,,setup+breakout,ENTRY_READY,4.66,,3.55722772277228,70.2,8982.0,69.8,1.75428460193242,69.451,66.8196,2.6314,74.7139,77.3453,,
6,12DA,DELL TECHS INC. C  DL-01,entry_ready,True,,setup+breakout,ENTRY_READY,4.62,,2.91824633031982,250.7,10507.0,224.0,11.4297238744713,222.88,205.7354,17.1446,257.1692,274.3138,,
7,AMS2,AMS OSRAM AG,entry_ready,True,,setup+breakout,ENTRY_READY,4.43,,2.73213268331292,24.4,40042.0,22.4,1.46030230847901,22.288,20.0975,2.1905,26.6689,28.8594,,
8,VLK,Van Lanschot NV,entry_ready,True,,setup+breakout,ENTRY_READY,4.14,,3.04057231818979,67.0,195891.0,67.1,1.3331921789631,66.7645,64.7647,1.9998,70.7641,72.7639,,
9,E3B,Eutelsat Communications,entry_ready,True,,setup+breakout,ENTRY_READY,3.45,,2.9458141081748,3.794,224318.0,3.8,0.197892731746436,3.781,3.4842,0.2968,4.3747,4.6715,,
